Words,Similarity
dishwater,0.31084734
canteen,0.31079158
flyswatter,0.3107858
firehouse,0.31049672
cleanser,0.31039593
sharpener,0.31008458
batboy,0.3100218
wrapper,0.30986533
couch,0.30982092
knife,0.3094343
drainer,0.30895823
rectangle,0.3087615
comedian,0.3086668
oilcan,0.30861494
horsehair,0.30857098
liger,0.30832335
shack,0.30811876
lager,0.30785093
bro,0.3078105
negligee,0.30778518
apple,0.30770108
sax,0.30743012
decorations,0.30729535
almond,0.30715212
junk,0.30677745
scarf,0.30671266
skunk,0.3064695
switchblade,0.3063771
armoire,0.30626726
sunroom,0.30619553
cactus,0.3060551
milk,0.306036
bunkmate,0.30523726
lobe,0.3050419
floss,0.3048524
mixer,0.30485067
shit,0.30482435
asphalt,0.30466196
cream,0.3046394
gazebo,0.30456632
maggot,0.3042365
snakeskin,0.3041992
knocker,0.30398384
dresser,0.30394807
mademoiselle,0.3037935
snowsuit,0.30357966
duffel,0.3035471
girdle,0.30333495
pussycat,0.30301845
sleepwear,0.3028232
zipper,0.3023914
fleabag,0.30210736
lunchtime,0.30209553
slut,0.3020057
wallpaper,0.3018737
granite,0.30163914
warthog,0.30161184
puppy,0.30137122
breast,0.30135635
diaper,0.30103615
pail,0.30090758
possum,0.30090466
supermarket,0.30089808
spitball,0.3008882
jokester,0.30074465
antiques,0.30073786
mitten,0.3003781
rabbit,0.3001562
hayseed,0.29999128
pot,0.29990277
bubblewrap,0.2998889
granddaughter,0.29972196
dahlia,0.299598
hombre,0.29933062
tuxedo,0.29923305
satin,0.2990141
feces,0.29877973
bunkhouse,0.2985859
things,0.2982391
dogs,0.29811615
bandleader,0.29780746
herringbone,0.29768384
typewriter,0.2972229
bedspring,0.29664117
poodle,0.2963341
boner,0.29614353
walrus,0.29559302
cinder,0.2955666
doorbell,0.29539284
schnauzer,0.29538307
minivan,0.29510903
teether,0.2950576
haggler,0.29500103
boardwalk,0.29482517
housewife,0.29477513
awl,0.2944154
moccasin,0.29439342
heron,0.2938443
shakira,0.2938344
cumulus,0.2937815
silverfish,0.29355234
vodka,0.2933832
luncheon,0.29321995
bachelorette,0.29281783
nutcrackers,0.2926512
campfire,0.2920539
lampshade,0.2920527
whetstone,0.29149342
gobbler,0.29133764
bride,0.29082155
garden,0.29075697
swaddling,0.2907442
pancreas,0.29052
pergola,0.29047087
ashtray,0.2904585
papa,0.2903456
landlady,0.29011333
aroma,0.2900661
groundhog,0.29005834
pitcher,0.28996256
wine,0.2898791
brick,0.28979293
boxcar,0.2896689
antifreeze,0.28934434
crybaby,0.28932476
mole,0.28876945
bathtub,0.28876755
entryway,0.28871864
goldfish,0.28864333
boob,0.28833917
server,0.288258
socks,0.28795975
notepaper,0.28794673
pooch,0.28791165
largemouth,0.2876918
hardcover,0.28765428
nitrite,0.28742692
acorn,0.28730524
nice,0.28698418
jazzman,0.28696612
spaniel,0.2866674
eyedropper,0.28652564
crayon,0.2864547
ringtail,0.28635088
baby,0.28632182
pageboy,0.28610805
woodblock,0.28609896
gallon,0.28606212
dice,0.28605947
catcher,0.2859848
critter,0.28591245
godchild,0.2858717
bookcase,0.28582028
raccoon,0.2857617
malamute,0.28566465
earwig,0.28562927
proprietress,0.28552878
nymphomaniac,0.28539586
whore,0.2853366
pottery,0.285176
dumpster,0.28491792
houseboy,0.28489754
stepsister,0.28449735
algebra,0.28437865
squeaker,0.28422457
folk,0.28407243
whiskey,0.2840142
scoop,0.28400227
snot,0.2837147
poem,0.28367198
guy,0.2835698
pebble,0.28348842
roadrunner,0.28336447
bison,0.28332165
buzzard,0.2831805
pants,0.2829905
newlywed,0.28297365
ashcan,0.2829137
dryer,0.28289634
nursemaid,0.28277874
hatband,0.28277636
madwoman,0.28276324
errand,0.28273365
bum,0.28249705
preschooler,0.282495
kindergartner,0.28238505
mudslinger,0.28221205
dachshund,0.281881
driveway,0.28185505
mattress,0.28179735
teapot,0.28172565
tinsmith,0.28167745
watercolor,0.28153268
bloomers,0.2811482
raven,0.2811226
guidebook,0.281013
mantel,0.280977
nutrition,0.28093702
bassinet,0.2809194
duet,0.2806793
poo,0.28056905
nightstand,0.28051728
memoir,0.2802107
kitten,0.2797808
daisy,0.27976742
tightwad,0.27947077
tomcat,0.2793339
furnishings,0.27931404
enamel,0.27926055
roughhouse,0.27919734
ballplayer,0.27873683
porthole,0.27872238
bloomer,0.27870253
tin,0.27868724
barrette,0.2786218
wineglass,0.27852002
hamster,0.27838862
gator,0.27838343
tollhouse,0.27837977
crow,0.2782776
winterberry,0.27801716
eyeliner,0.27785927
kindness,0.27783766
squirrel,0.27754444
piano,0.27752197
grain,0.2774651
bikini,0.2774287
carving,0.27715838
advil,0.2770048
wig,0.27692437
cube,0.27687612
cornstalk,0.2767302
clothes,0.27672777
boozer,0.27671206
emu,0.27670628
hay,0.276619
chop,0.2762241
bookshelf,0.27618906
linen,0.27603737
flamethrower,0.2760354
nerd,0.27598706
blotter,0.27598134
backbone,0.27595162
silverware,0.2758917
sheepherder,0.27588275
cartoon,0.27566698
chamomile,0.27548045
flypaper,0.27540582
sportscaster,0.27527604
hitter,0.2751976
ukulele,0.2751159
plywood,0.27490526
loudmouth,0.27461183
foreplay,0.27442992
thickener,0.27439556
greeter,0.27433726
stapler,0.2740603
slobber,0.27375284
halter,0.2736865
spouse,0.27359566
mascara,0.273478
toilette,0.273028
coyote,0.2729556
bed,0.27278587
brooder,0.272759
pianist,0.2722592
yeast,0.27204847
shrub,0.27204028
saxophonist,0.27192867
teabag,0.27189755
carp,0.27184966
cowpoke,0.27165845
flamingo,0.27158406
macadamia,0.27140513
protein,0.27136227
clasp,0.27117664
acetaminophen,0.2710552
wood,0.27060798
thumbtack,0.27053162
pant,0.27043006
pliers,0.2703502
glowworm,0.2703018
poultry,0.2700489
sleepwalker,0.27004445
bra,0.269937
vitamins,0.2694066
showplace,0.26939225
wimps,0.26923645
daydreamer,0.2691737
blanket,0.26902446
backyard,0.26851732
undercoating,0.26849723
corkscrew,0.2684536
hanky,0.26837015
knitting,0.26812506
tyke,0.26804832
chickadee,0.26793003
sculptress,0.26791
goatskin,0.2678735
eraser,0.26786116
sneakers,0.2677271
keyboardist,0.2675484
meetinghouse,0.2674706
ibuprofen,0.26744193
dame,0.26738173
diva,0.26711428
coverall,0.26708785
smock,0.26693815
carotene,0.26683426
ranch,0.2665647
embryo,0.26648498
flytrap,0.26628283
halloween,0.26614663
penis,0.2655021
facsimile,0.2652946
processor,0.2651324
landline,0.26501504
icepick,0.26496845
sunflower,0.2647962
roulette,0.2645163
puss,0.26438963
bifocals,0.26435766
marigold,0.2643118
slammer,0.26372522
neighborhood,0.26354548
barbershop,0.2635112
mousetrap,0.26336455
pallbearer,0.2632929
showstopper,0.26310682
shopping,0.2628646
northerner,0.26259017
daughter,0.2624762
overcoat,0.26229757
armload,0.26218837
marmot,0.26218578
housemate,0.26214397
orange,0.26204708
wallet,0.2619558
lollipop,0.26189744
doll,0.2618156
thigh,0.26164043
laundrywoman,0.2616356
bedding,0.26162952
bunny,0.2613057
weatherman,0.26130113
paperboy,0.2610468
pier,0.26100457
towels,0.26087007
cerebrum,0.26080716
wan,0.26078114
sinner,0.2607491
cashier,0.26065263
ovary,0.26037565
chrysanthemum,0.26028723
hatchback,0.26016286
emcee,0.26015413
putt,0.26003575
jawbreaker,0.25987956
slacks,0.2598622
turtle,0.25912228
crawlspace,0.25912198
turntable,0.2590999
kindling,0.259078
sharkskin,0.25861582
caterpillar,0.25827485
notepad,0.2582597
rowboat,0.2582074
trucker,0.25818428
dime,0.25813684
beeswax,0.2580937
bark,0.25803244
decongestant,0.25801128
triceratops,0.2578512
topaz,0.2576626
bulb,0.25759327
lawnmower,0.25755933
birthstone,0.25753096
foldout,0.257515
bungler,0.25744367
shawl,0.2572206
jackass,0.25708476
floorboard,0.25704464
hairdresser,0.25684175
ipad,0.25678292
pillbox,0.25668144
stone,0.2565196
fatness,0.25645384
boiler,0.2563218
trombone,0.25621372
sculpture,0.2559436
rosary,0.25590616
uncle,0.25587443
moleskin,0.25573412
thingamabob,0.25571847
aspirin,0.2557125
soap,0.2556942
pill,0.2554981
drywall,0.25546506
bag,0.25526467
grille,0.25523773
inkpad,0.25514105
shepherdess,0.25513175
grasshopper,0.2551237
manatee,0.25506586
bass,0.25502515
juice,0.2548792
clover,0.25472453
straightedge,0.25467882
wagon,0.2546008
drinker,0.2545715
cats,0.25438818
hippopotamus,0.2542054
sewing,0.25412467
sedan,0.25412235
stalker,0.25391468
dab,0.253899
baldhead,0.25389522
subspecies,0.25375322
hat,0.25373086
quarterback,0.25359172
goblet,0.25353172
swimsuit,0.25337934
vellum,0.25335252
fumbler,0.25334907
midsection,0.2531407
guts,0.25310874
kerchief,0.2528058
tarantulas,0.25277013
bloodworm,0.2526823
trousers,0.25262532
carnation,0.25258026
lakefront,0.25255877
parents,0.2525401
jockstrap,0.25239137
codpiece,0.25236642
artilleryman,0.25218615
paddleball,0.25209337
campground,0.25205275
bracelet,0.2520072
clientele,0.2519991
trash,0.25193784
grape,0.25188965
groomsman,0.25175542
snowdrift,0.2517367
reviewer,0.25173667
wax,0.25167567
sweetener,0.25159082
poorhouse,0.25135696
sticks,0.2512798
penicillin,0.25108546
pendant,0.25103268
little,0.2510114
clay,0.25099558
tetherball,0.2509476
radiator,0.25092366
raincoat,0.25071403
slaveholder,0.2506632
girl,0.25061008
windbreaker,0.25044274
sanitarium,0.25042236
handbag,0.25041124
wife,0.2503992
wormwood,0.25029546
underwear,0.25015813
homework,0.2501472
crabgrass,0.25014704
bunghole,0.2500053
limestone,0.24984285
item,0.24977028
cone,0.24966255
newsstand,0.24965207
sunfish,0.24958871
crabber,0.24956892
blackjack,0.24941635
gills,0.2492662
deer,0.249103
sleeping,0.24900404
geek,0.2489946
pine,0.24894585
roofer,0.2488605
crawlers,0.24874063
gridiron,0.24873456
octopi,0.248692
phonebook,0.24850136
centerpiece,0.24848479
sacker,0.24845003
epitaph,0.24834475
proctologist,0.24821849
kazoo,0.24820729
oboe,0.24820493
legs,0.24817875
whorehouse,0.24799347
beverage,0.2479436
cones,0.2478322
peninsula,0.24779196
palette,0.24771392
shingles,0.24757636
gunk,0.24757557
potter,0.2475287
saxophone,0.24747492
manicurist,0.24745566
bait,0.24740307
soprano,0.24735688
snapper,0.24730544
holidays,0.24726813
playhouse,0.24716544
pantaloons,0.24711728
jackrabbit,0.24702606
urn,0.24698187
dirt,0.24692707
cameo,0.246844
buckskin,0.24680685
shamrock,0.24680604
typesetter,0.24674569
exhibitionist,0.24673212
snowstorm,0.24646385
philosopher,0.24639513
goatee,0.24620461
tombstone,0.24605592
lionfish,0.24604067
crafter,0.2458287
drapery,0.24574725
shoeshiner,0.24572018
sledgehammer,0.24570358
canoe,0.24551943
anorexia,0.24539204
ringer,0.24536456
labrador,0.24533361
shovel,0.2453231
evaporator,0.24530502
doorknocker,0.24529134
balm,0.24527088
machete,0.24500707
icepack,0.24497117
katana,0.24493383
vocalist,0.2449205
keyboard,0.24477005
earring,0.24431211
elementary,0.2442225
appliance,0.24403487
creature,0.24387853
craps,0.24351709
rink,0.24333043
crescent,0.2432056
jumpsuit,0.24311675
jellyfish,0.24299368
alcoholic,0.24298424
jailbait,0.2428654
mongrel,0.24264814
monogram,0.24262686
hairball,0.24259152
bayou,0.24258259
handclap,0.24256656
notebook,0.24256377
schoolwork,0.24246052
thoroughfare,0.24231844
brassiere,0.24229209
sweepings,0.24227759
geezer,0.24212223
playpen,0.24202122
drape,0.24198934
artwork,0.24198726
elderly,0.24190912
almanac,0.24186006
tarp,0.24185608
cat,0.2418247
calf,0.2417631
synthesizer,0.24174465
yawner,0.24168396
hitchhiker,0.24152072
ribcage,0.24146847
bleach,0.24115033
sidecar,0.24108337
writer,0.24102762
sort,0.24101089
shoelace,0.24076019
vaporizer,0.2405758
pigeonhole,0.24022244
electroplate,0.24017806
goats,0.2401456
sleigh,0.24001086
paycheck,0.2400046
bedpost,0.23981795
pitchfork,0.23976038
thing,0.239463
ragamuffin,0.23943633
excrement,0.2394068
table,0.23939908
hate,0.23932849
sandcastle,0.23931322
clitoris,0.23916899
fawn,0.2391579
rag,0.23913424
uterus,0.2391011
prizefighter,0.23907581
placenta,0.23895349
lingerie,0.2388569
thimble,0.23873149
shower,0.2386903
bazaar,0.23864122
snail,0.23855272
percussionist,0.23854634
corpse,0.23851544
pub,0.2383888
dividers,0.2382357
acupuncture,0.23818795
cauldron,0.23817582
rum,0.23811945
contraption,0.23787124
drummer,0.23779088
gallbladder,0.2377304
pitbull,0.23760805
plankton,0.23750699
harpsichord,0.23749754
cherry,0.23746169
spit,0.23743649
posion,0.23739803
actress,0.23727348
sheepskin,0.23713851
book,0.2370785
thighbone,0.237026
sister,0.23698333
angelfish,0.23696208
barista,0.23690233
confidant,0.2368342
fascism,0.23679762
dash,0.23679191
hill,0.23673199
sparrow,0.23661071
trinket,0.23623535
entertainer,0.23620154
packet,0.23596993
heroin,0.23587641
cashew,0.23584709
karam,0.23581697
rap,0.23581102
pyramid,0.23580436
wingman,0.23563792
motel,0.23547289
streamliner,0.23547143
towel,0.23516011
farting,0.23511153
craftsman,0.23506372
kiwi,0.23493806
butler,0.23490472
toke,0.23478794
shelter,0.23475699
fan,0.23463488
stool,0.2346165
sundown,0.23456663
footrest,0.23453754
slush,0.23445264
juror,0.23425967
nutshell,0.23402968
biter,0.23373806
alternator,0.23367874
shoplifter,0.23341694
trunk,0.2333375
pediatrician,0.2331416
astringent,0.23302847
antenna,0.23294021
transvestite,0.23284374
kerosene,0.23273724
transportation,0.23268674
racquetball,0.2326691
leprechaun,0.23266026
speedball,0.23254403
organist,0.23252264
vamp,0.23240188
dike,0.23232149
violin,0.23231895
sleazebag,0.2322896
tomahawk,0.23223907
imbecile,0.23223631
snowplow,0.23220178
pimp,0.23212583
townhouse,0.23209882
hair,0.23209299
graveside,0.23206946
cabdriver,0.23205604
cryptography,0.23159683
ceramics,0.23152164
copier,0.23146206
wad,0.23144579
highlighter,0.23140956
storybook,0.23127492
album,0.23122244
neckerchief,0.23120877
pencil,0.23119052
tendonitis,0.23118982
undershorts,0.2309316
artery,0.2308309
stick,0.23079753
socialite,0.2307776
tracksuit,0.23075683
jackknife,0.23071097
cadaver,0.23057626
tassel,0.23050225
socket,0.23045705
vanload,0.23035604
blade,0.23035035
lady,0.23020668
laptop,0.23019823
shirtfront,0.23015662
parishioner,0.23008762
hood,0.23008716
lodgings,0.23000617
snooper,0.23000146
cousin,0.229937
cow,0.2298595
terracotta,0.22962503
tundra,0.22961964
mainframe,0.22959852
home,0.22944927
methamphetamine,0.22924016
ox,0.22915033
televangelism,0.22883378
sternum,0.22874519
shampoo,0.22867166
family,0.2285429
beams,0.22854052
stewardess,0.22836073
oxcart,0.22810999
cyst,0.2281031
ligament,0.22808602
narc,0.22808143
maid,0.22801143
reactor,0.22799607
beaver,0.22793117
sparkplug,0.22789066
rubble,0.22773002
adult,0.22771756
toyota,0.22762845
mentor,0.22747876
rolex,0.2273145
hemp,0.22726193
doorframe,0.22721303
cartoonist,0.22713356
wagonload,0.22704928
flute,0.2269846
bedroom,0.22698423
servant,0.22687203
dinosaur,0.2267737
newshound,0.22675106
fiancee,0.22673002
stocks,0.22669002
empathy,0.22652967
mammogram,0.22647032
sixpence,0.22636957
tinplate,0.22635455
jackhammer,0.22633316
milkman,0.2263011
guestroom,0.22625405
gentlefolk,0.22616301
hanger,0.22616293
daycare,0.22613932
sonata,0.22601253
stoplight,0.2258656
campers,0.22584479
workhorse,0.22575498
crutch,0.2256307
cabin,0.22554736
roofline,0.22546004
homesteader,0.22545919
pee,0.22541133
immigrants,0.22540948
script,0.22529078
suitcase,0.22525287
polyester,0.2252516
sulfite,0.22504018
rapper,0.22501639
clunker,0.2249836
sketcher,0.22497314
hornpipe,0.22487478
burglar,0.2247247
kink,0.22461729
wolverine,0.22460258
typist,0.22458623
prune,0.22458223
scissors,0.22443618
condo,0.22439523
psychotherapist,0.2241433
checkbook,0.22412272
mousepad,0.22411315
pagoda,0.22408277
loincloth,0.22404118
classical,0.22403978
stamps,0.22393446
illustrator,0.2239164
barbell,0.22391033
balloonist,0.22390099
flirter,0.22387683
shirt,0.22382683
sleep,0.22382626
mediator,0.22373265
poets,0.22371884
underpants,0.22357617
hero,0.2235516
garb,0.22336629
negro,0.2233561
crucifix,0.22317778
limp,0.22317323
nails,0.22313389
acquaintance,0.22306119
sweatbox,0.22305383
housekeeper,0.22303553
beach,0.22299504
plastic,0.2229162
word,0.22282872
wolf,0.22277053
pouch,0.22273089
pastor,0.22250453
whip,0.22249232
prison,0.22213933
concrete,0.22209898
citrus,0.22193347
immigrant,0.22186378
blogger,0.22185934
cougar,0.22185265
banshee,0.22159088
greenback,0.22156994
bellman,0.22151452
bamboo,0.22131354
taskmaster,0.2212225
blackbird,0.22120875
backcountry,0.22118148
cattleman,0.22115874
tonic,0.22090945
plutonium,0.22088228
neckline,0.22086915
diesel,0.22086732
gameboy,0.22074747
ladybird,0.22070602
pedestal,0.22066784
denture,0.22066633
scratcher,0.22054078
kayak,0.22047839
dyke,0.22041969
shin,0.22023687
hermit,0.22019938
bucket,0.22010054
cologne,0.2200545
badger,0.21999472
altar,0.21987186
ghetto,0.21982183
comb,0.21978031
gangster,0.21966794
interviewer,0.21964677
bandage,0.21963242
woodpecker,0.21962823
drawer,0.21961369
steel,0.21953674
stateroom,0.2194813
horseshit,0.21944919
trapezoid,0.21943368
fodder,0.2193315
cipher,0.21911521
soloist,0.2188446
bedrock,0.21881339
gram,0.21875112
chrome,0.2187101
smile,0.21869245
packhorse,0.21866821
bosom,0.2186116
veterinarian,0.21858785
juvenile,0.21857713
psychiatrist,0.2185377
peepshow,0.21845339
bless,0.21845171
duplex,0.21812874
jig,0.2180711
stirrer,0.2180423
trachea,0.2178564
brickyard,0.2178113
ligature,0.21778578
striptease,0.2177824
housefly,0.21775578
sunscreen,0.21774115
celebrity,0.2174859
cent,0.21747367
scrambler,0.217384
sliver,0.2173797
hummer,0.217347
vaseline,0.21728486
backpack,0.21711479
sundial,0.21707527
rubdown,0.21706776
banger,0.21694422
volleyball,0.21688844
artillery,0.2168794
freon,0.2167647
nonhuman,0.21670987
cellblock,0.2166248
embroidery,0.21661147
icebreaker,0.21658538
cape,0.21644312
latrine,0.2164422
autobiographer,0.21644127
dispatcher,0.2164143
druggist,0.2163577
hairspray,0.21626915
cola,0.21626756
internist,0.21624021
beanstalk,0.21623442
ivy,0.2161976
sheep,0.21618335
steeple,0.21614008
infield,0.21609892
roach,0.21602203
metal,0.21602166
widower,0.21600065
judge,0.21581031
platypus,0.215634
spa,0.21556152
jewelry,0.2155266
fingertip,0.215514
felon,0.21546377
lodger,0.21546192
flower,0.21541601
rancher,0.21538092
weights,0.21527202
babies,0.21527001
appendix,0.21521868
diarrhea,0.21517766
toiletry,0.21512108
dance,0.21511787
electromagnetism,0.21510346
despot,0.2150549
showboat,0.21505024
bedchamber,0.21499804
apothecary,0.2149748
sock,0.2149457
mane,0.21489428
ballpoint,0.214874
boots,0.21481611
son,0.21480007
calcium,0.21472962
airlift,0.21460876
cabinet,0.2144134
guppy,0.21440284
crotch,0.21437699
clavicle,0.21430792
cornerstone,0.21426952
homestead,0.21423754
murder,0.2140674
signature,0.21400265
intersection,0.21394572
speedway,0.21394439
mud,0.2138555
desktop,0.2137094
pothole,0.21365677
bible,0.21349742
windowpane,0.21345815
speechmaker,0.21339247
devourer,0.21339104
singer,0.21338089
buttons,0.21333553
seaboard,0.2132696
filament,0.213255
dwelling,0.21322116
phone,0.21284975
debater,0.21280156
pus,0.21272932
watcher,0.21255037
knuckles,0.212508
fool,0.21242109
mansion,0.21232416
clothing,0.21210077
aesthetics,0.21185124
macaw,0.21182747
primer,0.21180007
horsewoman,0.21179584
fishhooks,0.21176219
armor,0.21165787
shuffler,0.2116135
marijuana,0.21160512
darts,0.21149145
come,0.21148443
orthopedist,0.21142852
bagpipes,0.21138199
envelope,0.21136005
sandblaster,0.21111937
seacoast,0.21107613
lavatory,0.21106896
essay,0.21104798
plaster,0.21095881
counselor,0.21087924
toucan,0.21079162
buckshot,0.2106657
razor,0.2106417
volunteer,0.21055469
quartermaster,0.21046515
gnome,0.21039213
genome,0.21034895
freshman,0.21012037
ballerina,0.21011469
blinker,0.2100574
nest,0.21003166
psychopath,0.21000245
cabbie,0.20993021
religion,0.20992216
warmonger,0.20983702
poet,0.20980315
aggravator,0.2097325
racetrack,0.20960492
editor,0.20960088
stockade,0.20955244
spreader,0.20947164
temperature,0.20936225
skin,0.20932373
hamstring,0.20931475
sitter,0.20931019
submarine,0.20922498
earlobe,0.20906542
shelf,0.2088702
ruby,0.20884283
biker,0.20870166
weapon,0.208627
rite,0.2085799
greenroom,0.20852843
glucometer,0.20848949
gland,0.20847164
